paper_a_id,paper_a_title,paper_a_venue,paper_a_year,paper_b_id,paper_b_title,paper_b_venue,paper_b_year,task_overlap,module_diversity,weakness_coverage,benchmark_overlap,open_source_bonus,narrative_bonus,redundancy_penalty,disconnect_penalty,total_score,rationale,hypothesis_stub
A08,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",arXiv,2024,B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,0.2727,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.82,shared task signal; different mechanism families; partial code availability,"Use MoE routing from A08 with self-play task generation from B07 for frontier llm training, targeting self-play distribution shift as the main gain hypothesis."
A09,OLMoE: Open Mixture-of-Experts Language Models,arXiv,2024,B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,0.2727,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.82,shared task signal; different mechanism families; partial code availability,"Use open MoE routing from A09 with self-play task generation from B07 for frontier llm training, targeting self-play distribution shift as the main gain hypothesis."
B02,Nemotron-4 340B Technical Report,arXiv,2024,B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,0.2727,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.82,shared task signal; different mechanism families; partial code availability,"Use synthetic data generation from B02 with process rewards from B05 for frontier llm training, targeting annotation or rollout cost as the main gain hypothesis."
B03,Self-Rewarding Language Models,arXiv,2024,D04,"Kimi Linear: An Expressive, Efficient Attention Architecture",arXiv,2025,0.2727,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.82,shared task signal; different mechanism families; partial code availability,"Use LLM-as-judge from B03 with KDA from D04 for frontier llm training, targeting custom kernels as the main gain hypothesis."
B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,D01,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,arXiv,2023,0.2727,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.82,shared task signal; different mechanism families; partial code availability,"Use meta-judge from B04 with selective state space from D01 for frontier llm training, targeting tooling less mature than transformers as the main gain hypothesis."
B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,C01,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,arXiv,2024,0.2727,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.82,shared task signal; different mechanism families; partial code availability,"Use process rewards from B05 with RoPE rescaling from C01 for frontier llm training, targeting short-context regression risk as the main gain hypothesis."
B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,D03,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention,ACL 2025,2025,0.2727,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.82,shared task signal; different mechanism families; partial code availability,"Use process rewards from B05 with native sparse attention from D03 for frontier llm training, targeting kernel engineering burden as the main gain hypothesis."
B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,C01,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,arXiv,2024,0.2727,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.82,shared task signal; different mechanism families; partial code availability,"Use self-play task generation from B07 with RoPE rescaling from C01 for frontier llm training, targeting short-context regression risk as the main gain hypothesis."
C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,D01,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,arXiv,2023,0.2727,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.82,shared task signal; different mechanism families; partial code availability,"Use memory selection policy from C03 with selective state space from D01 for frontier llm training, targeting tooling less mature than transformers as the main gain hypothesis."
A08,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",arXiv,2024,A10,DeepSeek-V3 Technical Report,arXiv,2024,0.4167,0.6154,0.0,0.0,1.0,1.0,0.0,0.0,45.8,shared task signal; different mechanism families; both papers appear open-source,"Use MoE routing from A08 with MoE routing from A10 for frontier llm training, targeting huge systems complexity as the main gain hypothesis."
A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,B01,Tulu 3: Pushing Frontiers in Open Language Model Post-Training,arXiv,2024,0.2727,0.9375,0.0625,0.0,0.4,1.0,0.0,0.0,45.51,shared task signal; different mechanism families; partial code availability,"Use data selection benchmark from A06 with SFT from B01 for frontier llm training, targeting reward quality ceiling as the main gain hypothesis."
A01,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,arXiv,2024,B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,0.25,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.25,shared task signal; different mechanism families; partial code availability,"Use dense transformer from A01 with meta-judge from B04 for frontier llm training, targeting extra judge-training cost as the main gain hypothesis."
A02,OLMo: Accelerating the Science of Language Models,arXiv,2024,B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,0.25,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.25,shared task signal; different mechanism families; partial code availability,"Use open data pipeline from A02 with meta-judge from B04 for frontier llm training, targeting extra judge-training cost as the main gain hypothesis."
A02,OLMo: Accelerating the Science of Language Models,arXiv,2024,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.25,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.25,shared task signal; different mechanism families; partial code availability,"Use open data pipeline from A02 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
A03,2 OLMo 2 Furious,arXiv,2025,B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,0.25,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.25,shared task signal; different mechanism families; partial code availability,"Use data curation from A03 with meta-judge from B04 for frontier llm training, targeting extra judge-training cost as the main gain hypothesis."
A04,OpenELM: An Efficient Language Model Family with Open-source Training and Inference Framework,arXiv,2024,B03,Self-Rewarding Language Models,arXiv,2024,0.25,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.25,shared task signal; different mechanism families; partial code availability,"Use layer-wise scaling from A04 with LLM-as-judge from B03 for frontier llm training, targeting judge drift as the main gain hypothesis."
A04,OpenELM: An Efficient Language Model Family with Open-source Training and Inference Framework,arXiv,2024,C02,Titans: Learning to Memorize at Test Time,arXiv,2025,0.25,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.25,shared task signal; different mechanism families; partial code availability,"Use layer-wise scaling from A04 with neural memory from C02 for frontier llm training, targeting memory optimization complexity as the main gain hypothesis."
A05,The FineWeb Datasets: Decanting the Web for the Finest Text Data at Scale,arXiv,2024,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.25,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.25,shared task signal; different mechanism families; partial code availability,"Use web filtering from A05 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,C01,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,arXiv,2024,0.25,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.25,shared task signal; different mechanism families; partial code availability,"Use data selection benchmark from A06 with RoPE rescaling from C01 for frontier llm training, targeting short-context regression risk as the main gain hypothesis."
A08,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",arXiv,2024,B03,Self-Rewarding Language Models,arXiv,2024,0.25,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.25,shared task signal; different mechanism families; partial code availability,"Use MoE routing from A08 with LLM-as-judge from B03 for frontier llm training, targeting judge drift as the main gain hypothesis."
A08,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",arXiv,2024,C02,Titans: Learning to Memorize at Test Time,arXiv,2025,0.25,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.25,shared task signal; different mechanism families; partial code availability,"Use MoE routing from A08 with neural memory from C02 for frontier llm training, targeting memory optimization complexity as the main gain hypothesis."
A09,OLMoE: Open Mixture-of-Experts Language Models,arXiv,2024,B03,Self-Rewarding Language Models,arXiv,2024,0.25,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.25,shared task signal; different mechanism families; partial code availability,"Use open MoE routing from A09 with LLM-as-judge from B03 for frontier llm training, targeting judge drift as the main gain hypothesis."
B03,Self-Rewarding Language Models,arXiv,2024,C01,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,arXiv,2024,0.25,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.25,shared task signal; different mechanism families; partial code availability,"Use LLM-as-judge from B03 with RoPE rescaling from C01 for frontier llm training, targeting short-context regression risk as the main gain hypothesis."
B03,Self-Rewarding Language Models,arXiv,2024,D03,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention,ACL 2025,2025,0.25,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.25,shared task signal; different mechanism families; partial code availability,"Use LLM-as-judge from B03 with native sparse attention from D03 for frontier llm training, targeting kernel engineering burden as the main gain hypothesis."
B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,D02,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,ICML 2024,2024,0.25,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.25,shared task signal; different mechanism families; partial code availability,"Use process rewards from B05 with structured state space duality from D02 for frontier llm training, targeting translation to frontier LLM training is nontrivial as the main gain hypothesis."
B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,D02,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,ICML 2024,2024,0.25,1.0,0.0,0.0,0.4,1.0,0.0,0.0,45.25,shared task signal; different mechanism families; partial code availability,"Use self-play task generation from B07 with structured state space duality from D02 for frontier llm training, targeting translation to frontier LLM training is nontrivial as the main gain hypothesis."
B02,Nemotron-4 340B Technical Report,arXiv,2024,B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,0.2727,0.9286,0.0588,0.0,0.4,1.0,0.0,0.0,45.21,shared task signal; different mechanism families; partial code availability,"Use synthetic data generation from B02 with self-play task generation from B07 for frontier llm training, targeting self-play distribution shift as the main gain hypothesis."
A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,D03,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention,ACL 2025,2025,0.25,0.9444,0.0667,0.0,0.4,1.0,0.0,0.0,45.19,shared task signal; different mechanism families; partial code availability,"Use data selection benchmark from A06 with native sparse attention from D03 for frontier llm training, targeting kernel engineering burden as the main gain hypothesis."
A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,A08,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",arXiv,2024,0.25,0.9444,0.0,0.125,0.4,1.0,0.0,0.0,45.11,shared task signal; different mechanism families; evaluation overlap is available; partial code availability,"Use data selection benchmark from A06 with MoE routing from A08 for frontier llm training, targeting routing instability risk as the main gain hypothesis."
A04,OpenELM: An Efficient Language Model Family with Open-source Training and Inference Framework,arXiv,2024,B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,0.2308,1.0,0.0,0.0,0.4,1.0,0.0,0.0,44.77,shared task signal; different mechanism families; partial code availability,"Use layer-wise scaling from A04 with meta-judge from B04 for frontier llm training, targeting extra judge-training cost as the main gain hypothesis."
A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,D02,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,ICML 2024,2024,0.2308,1.0,0.0,0.0,0.4,1.0,0.0,0.0,44.77,shared task signal; different mechanism families; partial code availability,"Use data selection benchmark from A06 with structured state space duality from D02 for frontier llm training, targeting translation to frontier LLM training is nontrivial as the main gain hypothesis."
A08,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",arXiv,2024,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.2308,1.0,0.0,0.0,0.4,1.0,0.0,0.0,44.77,shared task signal; different mechanism families; partial code availability,"Use MoE routing from A08 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
A09,OLMoE: Open Mixture-of-Experts Language Models,arXiv,2024,B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,0.2308,1.0,0.0,0.0,0.4,1.0,0.0,0.0,44.77,shared task signal; different mechanism families; partial code availability,"Use open MoE routing from A09 with meta-judge from B04 for frontier llm training, targeting extra judge-training cost as the main gain hypothesis."
A10,DeepSeek-V3 Technical Report,arXiv,2024,B03,Self-Rewarding Language Models,arXiv,2024,0.2308,1.0,0.0,0.0,0.4,1.0,0.0,0.0,44.77,shared task signal; different mechanism families; partial code availability,"Use MoE routing from A10 with LLM-as-judge from B03 for frontier llm training, targeting judge drift as the main gain hypothesis."
A10,DeepSeek-V3 Technical Report,arXiv,2024,C02,Titans: Learning to Memorize at Test Time,arXiv,2025,0.2308,1.0,0.0,0.0,0.4,1.0,0.0,0.0,44.77,shared task signal; different mechanism families; partial code availability,"Use MoE routing from A10 with neural memory from C02 for frontier llm training, targeting memory optimization complexity as the main gain hypothesis."
B03,Self-Rewarding Language Models,arXiv,2024,D02,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,ICML 2024,2024,0.2308,1.0,0.0,0.0,0.4,1.0,0.0,0.0,44.77,shared task signal; different mechanism families; partial code availability,"Use LLM-as-judge from B03 with structured state space duality from D02 for frontier llm training, targeting translation to frontier LLM training is nontrivial as the main gain hypothesis."
B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,C01,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,arXiv,2024,0.2308,1.0,0.0,0.0,0.4,1.0,0.0,0.0,44.77,shared task signal; different mechanism families; partial code availability,"Use meta-judge from B04 with RoPE rescaling from C01 for frontier llm training, targeting short-context regression risk as the main gain hypothesis."
B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,D03,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention,ACL 2025,2025,0.2308,1.0,0.0,0.0,0.4,1.0,0.0,0.0,44.77,shared task signal; different mechanism families; partial code availability,"Use meta-judge from B04 with native sparse attention from D03 for frontier llm training, targeting kernel engineering burden as the main gain hypothesis."
C02,Titans: Learning to Memorize at Test Time,arXiv,2025,D02,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,ICML 2024,2024,0.2308,1.0,0.0,0.0,0.4,1.0,0.0,0.0,44.77,shared task signal; different mechanism families; partial code availability,"Use neural memory from C02 with structured state space duality from D02 for frontier llm training, targeting translation to frontier LLM training is nontrivial as the main gain hypothesis."
B03,Self-Rewarding Language Models,arXiv,2024,B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,0.4444,0.9333,0.0,0.0,0.0,1.0,0.0,0.0,44.44,shared task signal; different mechanism families,"Use LLM-as-judge from B03 with process rewards from B05 for frontier llm training, targeting annotation or rollout cost as the main gain hypothesis."
A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,D04,"Kimi Linear: An Expressive, Efficient Attention Architecture",arXiv,2025,0.2727,0.9444,0.0,0.0,0.4,1.0,0.0,0.0,44.43,shared task signal; different mechanism families; partial code availability,"Use data selection benchmark from A06 with KDA from D04 for frontier llm training, targeting custom kernels as the main gain hypothesis."
A10,DeepSeek-V3 Technical Report,arXiv,2024,B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,0.2143,1.0,0.0,0.0,0.4,1.0,0.0,0.0,44.36,shared task signal; different mechanism families; partial code availability,"Use MoE routing from A10 with meta-judge from B04 for frontier llm training, targeting extra judge-training cost as the main gain hypothesis."
A10,DeepSeek-V3 Technical Report,arXiv,2024,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.2143,1.0,0.0,0.0,0.4,1.0,0.0,0.0,44.36,shared task signal; different mechanism families; partial code availability,"Use MoE routing from A10 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,D02,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,ICML 2024,2024,0.2143,1.0,0.0,0.0,0.4,1.0,0.0,0.0,44.36,shared task signal; different mechanism families; partial code availability,"Use meta-judge from B04 with structured state space duality from D02 for frontier llm training, targeting translation to frontier LLM training is nontrivial as the main gain hypothesis."
C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,D02,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,ICML 2024,2024,0.2143,1.0,0.0,0.0,0.4,1.0,0.0,0.0,44.36,shared task signal; different mechanism families; partial code availability,"Use memory selection policy from C03 with structured state space duality from D02 for frontier llm training, targeting translation to frontier LLM training is nontrivial as the main gain hypothesis."
B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,D04,"Kimi Linear: An Expressive, Efficient Attention Architecture",arXiv,2025,0.25,0.9333,0.0,0.0,0.4,1.0,0.0,0.0,43.58,shared task signal; different mechanism families; partial code availability,"Use meta-judge from B04 with KDA from D04 for frontier llm training, targeting custom kernels as the main gain hypothesis."
B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,0.2727,1.0,0.0556,0.0,0.0,1.0,0.0,0.0,42.93,shared task signal; different mechanism families,"Use meta-judge from B04 with self-play task generation from B07 for frontier llm training, targeting self-play distribution shift as the main gain hypothesis."
A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,42.5,shared task signal; different mechanism families,"Use data selection benchmark from A06 with process rewards from B05 for frontier llm training, targeting annotation or rollout cost as the main gain hypothesis."
A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,42.5,shared task signal; different mechanism families,"Use data selection benchmark from A06 with self-play task generation from B07 for frontier llm training, targeting self-play distribution shift as the main gain hypothesis."
B03,Self-Rewarding Language Models,arXiv,2024,B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,42.5,shared task signal; different mechanism families,"Use LLM-as-judge from B03 with self-play task generation from B07 for frontier llm training, targeting self-play distribution shift as the main gain hypothesis."
B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,C02,Titans: Learning to Memorize at Test Time,arXiv,2025,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,42.5,shared task signal; different mechanism families,"Use process rewards from B05 with neural memory from C02 for frontier llm training, targeting memory optimization complexity as the main gain hypothesis."
B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,C02,Titans: Learning to Memorize at Test Time,arXiv,2025,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,42.5,shared task signal; different mechanism families,"Use self-play task generation from B07 with neural memory from C02 for frontier llm training, targeting memory optimization complexity as the main gain hypothesis."
A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,B03,Self-Rewarding Language Models,arXiv,2024,0.2727,1.0,0.0,0.0,0.0,1.0,0.0,0.0,41.82,shared task signal; different mechanism families,"Use data selection benchmark from A06 with LLM-as-judge from B03 for frontier llm training, targeting judge drift as the main gain hypothesis."
A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,C02,Titans: Learning to Memorize at Test Time,arXiv,2025,0.2727,1.0,0.0,0.0,0.0,1.0,0.0,0.0,41.82,shared task signal; different mechanism families,"Use data selection benchmark from A06 with neural memory from C02 for frontier llm training, targeting memory optimization complexity as the main gain hypothesis."
B03,Self-Rewarding Language Models,arXiv,2024,C02,Titans: Learning to Memorize at Test Time,arXiv,2025,0.2727,1.0,0.0,0.0,0.0,1.0,0.0,0.0,41.82,shared task signal; different mechanism families,"Use LLM-as-judge from B03 with neural memory from C02 for frontier llm training, targeting memory optimization complexity as the main gain hypothesis."
B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,0.2727,1.0,0.0,0.0,0.0,1.0,0.0,0.0,41.82,shared task signal; different mechanism families,"Use meta-judge from B04 with process rewards from B05 for frontier llm training, targeting annotation or rollout cost as the main gain hypothesis."
B05,Process-based Self-Rewarding Language Models,Findings ACL 2025,2025,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.2727,1.0,0.0,0.0,0.0,1.0,0.0,0.0,41.82,shared task signal; different mechanism families,"Use process rewards from B05 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
B07,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,arXiv,2025,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.2727,1.0,0.0,0.0,0.0,1.0,0.0,0.0,41.82,shared task signal; different mechanism families,"Use self-play task generation from B07 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
B03,Self-Rewarding Language Models,arXiv,2024,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,41.25,shared task signal; different mechanism families,"Use LLM-as-judge from B03 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,C02,Titans: Learning to Memorize at Test Time,arXiv,2025,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,41.25,shared task signal; different mechanism families,"Use meta-judge from B04 with neural memory from C02 for frontier llm training, targeting memory optimization complexity as the main gain hypothesis."
A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,0.25,0.9375,0.0588,0.0,0.0,1.0,0.0,0.0,40.86,shared task signal; different mechanism families,"Use data selection benchmark from A06 with meta-judge from B04 for frontier llm training, targeting extra judge-training cost as the main gain hypothesis."
B04,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,EMNLP 2025,2024,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.2308,0.9286,0.0,0.0,0.0,1.0,0.0,0.0,38.98,shared task signal; different mechanism families,"Use meta-judge from B04 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
A06,DataComp-LM: In search of the next generation of training sets for language models,arXiv,2024,C03,ATLAS: Learning to Optimally Memorize the Context at Test Time,arXiv,2025,0.25,0.875,0.0,0.0,0.0,1.0,0.0,0.0,38.12,shared task signal; different mechanism families,"Use data selection benchmark from A06 with memory selection policy from C03 for frontier llm training, targeting very new as the main gain hypothesis."
